"route.id","AOU","RouteDataID","countrynum","statenum","Route","RPID","year","Stop1","Stop2","Stop3","Stop4","Stop5","Stop6","Stop7","Stop8","Stop9","Stop10","Stop11","Stop12","Stop13","Stop14","Stop15","Stop16","Stop17","Stop18","Stop19","Stop20","Stop21","Stop22","Stop23","Stop24","Stop25","Stop26","Stop27","Stop28","Stop29","Stop30","Stop31","Stop32","Stop33","Stop34","Stop35","Stop36","Stop37","Stop38","Stop39","Stop40","Stop41","Stop42","Stop43","Stop44","Stop45","Stop46","Stop47","Stop48","Stop49","Stop50","Latin.name","RouteName","Active","Latitude","Longitude","Stratum","BCR","RouteTypeID","RouteTypeDetailID"
"840_18_1",6870,6352938,840,18,1,101,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,"Setophaga_ruticilla","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",4440,6345482,840,18,1,101,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Tyrannus_tyrannus","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",6190,6352938,840,18,1,101,2013,0,0,0,2,0,0,1,0,0,2,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,0,1,0,0,"Bombycilla_cedrorum","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",1320,6345482,840,18,1,101,2012,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Anas_platyrhynchos","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",4610,6345482,840,18,1,101,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Contopus_virens","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",6280,6352938,840,18,1,101,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Vireo_flavifrons","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",5810,6352938,840,18,1,101,2013,1,0,0,3,0,2,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,"Melospiza_melodia","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",4770,6345482,840,18,1,101,2012,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cyanocitta_cristata","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",1320,6352938,840,18,1,101,2013,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Anas_platyrhynchos","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",6190,6354224,840,18,1,101,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,"Bombycilla_cedrorum","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",6520,6354224,840,18,1,101,2014,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,"Setophaga_petechia","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",7550,6345482,840,18,1,101,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,"Hylocichla_mustelina","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",1320,6354224,840,18,1,101,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,"Anas_platyrhynchos","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",5070,6352938,840,18,1,101,2013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Icterus_galbula","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",3160,6352938,840,18,1,101,2013,2,0,0,0,0,2,0,0,0,0,1,1,2,1,0,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,"Zenaida_macroura","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",5810,6345482,840,18,1,101,2012,0,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Melospiza_melodia","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",7560,6352938,840,18,1,101,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,"Catharus_fuscescens","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",6390,6354224,840,18,1,101,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Helmitheros_vermivorum","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",3390,6345482,840,18,1,101,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Buteo_lineatus","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",3390,6352938,840,18,1,101,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Buteo_lineatus","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",5070,6345482,840,18,1,101,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Icterus_galbula","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",4610,6352938,840,18,1,101,2013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Contopus_virens","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",4880,6352938,840,18,1,101,2013,4,3,1,1,0,1,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Corvus_brachyrhynchos","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",6130,6354224,840,18,1,101,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,"Hirundo_rustica","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",7510,6345482,840,18,1,101,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Polioptila_caerulea","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",4770,6354224,840,18,1,101,2014,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Cyanocitta_cristata","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",5950,6354224,840,18,1,101,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pheucticus_ludovicianus","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",5810,6354224,840,18,1,101,2014,2,2,1,3,0,2,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Melospiza_melodia","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",4120,6345482,840,18,1,101,2012,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Colaptes_auratus_auratus","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",7510,6352938,840,18,1,101,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Polioptila_caerulea","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",6740,6345482,840,18,1,101,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Seiurus_aurocapilla","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",6080,6352938,840,18,1,101,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Piranga_olivacea","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",6882,6352938,840,18,1,101,2013,0,4,2,1,3,4,3,4,2,0,0,1,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,"Passer_domesticus","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",7610,6345482,840,18,1,101,2012,5,0,2,1,1,3,2,1,4,2,4,4,2,0,2,3,1,5,0,4,2,2,1,2,1,1,1,1,0,6,3,1,5,1,0,1,0,0,1,1,0,1,0,2,1,1,0,0,2,1,"Turdus_migratorius","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",5290,6352938,840,18,1,101,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,"Spinus_tristis","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",7610,6354224,840,18,1,101,2014,1,1,5,2,2,0,0,1,0,1,2,1,2,0,4,2,1,2,0,2,4,1,0,1,1,0,1,0,1,5,1,0,5,5,2,1,1,1,0,1,0,0,1,0,3,2,1,3,3,0,"Turdus_migratorius","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",5290,6354224,840,18,1,101,2014,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,"Spinus_tristis","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",1720,6352938,840,18,1,101,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Branta_canadensis","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",6410,6354224,840,18,1,101,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Vermivora_cyanoptera","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",4930,6352938,840,18,1,101,2013,0,0,1,1,2,0,0,1,5,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Sturnus_vulgaris","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",3160,6354224,840,18,1,101,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"Zenaida_macroura","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",7550,6352938,840,18,1,101,2013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,"Hylocichla_mustelina","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",6240,6354224,840,18,1,101,2014,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,2,0,0,0,0,2,0,0,1,2,0,1,0,0,0,3,1,"Vireo_olivaceus","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",4520,6352938,840,18,1,101,2013,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Myiarchus_crinitus","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",4900,6354224,840,18,1,101,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Corvus_ossifragus","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",5110,6352938,840,18,1,101,2013,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,3,1,0,2,0,0,"Quiscalus_quiscula","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",5110,6354224,840,18,1,101,2014,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,3,1,0,0,1,1,0,0,0,1,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"Quiscalus_quiscula","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",4230,6354224,840,18,1,101,2014,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chaetura_pelagica","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",6710,6354224,840,18,1,101,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Setophaga_pinus","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",3160,6345482,840,18,1,101,2012,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,"Zenaida_macroura","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",4770,6352938,840,18,1,101,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Cyanocitta_cristata","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",5930,6354224,840,18,1,101,2014,2,2,0,2,2,2,1,1,1,0,0,2,2,1,1,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,"Cardinalis_cardinalis","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",7180,6354224,840,18,1,101,2014,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thryothorus_ludovicianus","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",5110,6345482,840,18,1,101,2012,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Quiscalus_quiscula","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",6710,6352938,840,18,1,101,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Setophaga_pinus","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",5980,6352938,840,18,1,101,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"Passerina_cyanea","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",6882,6345482,840,18,1,101,2012,0,0,0,0,1,1,0,0,3,1,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Passer_domesticus","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",3330,6352938,840,18,1,101,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Accipiter_cooperii","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",5980,6354224,840,18,1,101,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,"Passerina_cyanea","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",7180,6352938,840,18,1,101,2013,2,0,0,2,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thryothorus_ludovicianus","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",5600,6354224,840,18,1,101,2014,0,0,0,0,0,0,0,1,0,0,0,2,1,2,2,1,1,0,0,0,0,2,0,0,2,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,"Spizella_passerina","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",6730,6354224,840,18,1,101,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Setophaga_discolor","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",7550,6354224,840,18,1,101,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hylocichla_mustelina","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",6740,6354224,840,18,1,101,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,"Seiurus_aurocapilla","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",4930,6354224,840,18,1,101,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,2,4,0,0,0,0,0,0,0,3,2,0,0,5,0,0,"Sturnus_vulgaris","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",7040,6354224,840,18,1,101,2014,3,0,1,0,1,1,1,1,0,1,0,1,0,2,2,2,2,0,1,2,1,2,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,2,1,0,3,1,3,0,1,2,"Dumetella_carolinensis","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",6882,6354224,840,18,1,101,2014,0,0,0,4,4,6,2,1,6,2,0,1,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,"Passer_domesticus","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",5870,6354224,840,18,1,101,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Pipilo_erythrophthalmus","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
"840_18_1",6110,6345482,840,18,1,101,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Progne_subis","MYSTIC",1,41.3360007,-71.9642159,12,30,1,1
